People,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
P12714,3,3,4,3,4,3,2,5,3,4,5,2,5,1,3,4,2,3,3,5,1,4,1,5,1,5,1,5,5,4,3,2,3,2,2,2,2,3,3,2,3,5,4,2,3,2,2,1,3,3
P12715,3,5,4,2,5,4,3,3,4,4,4,4,5,4,1,3,4,4,4,4,2,5,4,4,2,5,2,4,5,3,2,1,3,5,2,3,4,3,4,3,4,3,5,3,4,1,2,3,5,5
P12716,3,2,4,4,4,2,2,4,2,2,5,3,4,1,4,4,4,3,4,4,1,5,1,5,1,4,1,4,5,4,4,4,5,2,3,2,3,2,4,4,5,1,4,1,3,1,4,5,5,5
P12717,3,2,4,3,4,1,4,3,4,2,4,3,5,2,2,3,3,3,3,2,2,5,1,4,2,5,1,4,5,2,4,1,4,2,2,1,5,1,5,3,4,1,5,1,4,1,5,2,5,5
P12718,3,1,5,1,4,3,4,3,4,2,1,4,1,5,3,1,2,1,1,1,2,5,1,5,2,3,2,4,4,5,5,3,4,1,3,3,3,3,3,5,4,2,4,2,4,1,5,3,4,5
P12719,5,1,5,2,5,1,5,2,5,3,3,4,2,2,2,1,1,2,2,3,1,5,4,5,1,3,1,5,5,5,4,4,4,2,4,2,4,1,4,4,5,1,5,1,5,1,5,4,4,5
P12720,5,4,2,4,4,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,5,4,1,4,2,5,3,3,5,5,3,2,3,4,5,3,2,3,2,4,3,4,5,3,3,2,3,4,5,4
P12721,4,2,5,3,4,2,5,5,3,1,1,5,2,3,1,1,1,1,1,3,5,5,5,3,2,1,2,5,4,5,3,2,5,4,1,2,3,3,1,3,2,4,4,3,5,1,5,1,1,5
P12722,2,3,2,3,4,3,3,3,2,5,3,3,4,2,2,3,3,2,2,5,1,4,1,4,2,5,2,4,5,5,3,4,5,2,3,4,4,2,3,5,4,2,4,3,4,2,4,3,5,3
P12723,1,3,1,5,2,3,1,5,1,5,5,1,5,1,3,5,5,5,5,5,2,4,2,3,2,4,2,3,4,3,2,2,3,3,3,4,5,3,5,3,2,4,2,3,3,3,3,1,3,2
P12724,4,2,4,2,5,2,4,3,4,1,4,3,4,2,3,3,4,4,4,3,2,5,2,5,1,4,1,4,5,5,2,2,4,3,2,2,4,2,4,4,4,3,5,1,5,1,4,4,4,4
P12725,3,2,4,2,4,2,4,3,2,2,4,2,5,4,2,1,2,1,4,2,1,5,3,5,1,5,1,4,4,5,4,4,4,2,4,2,5,2,5,5,5,1,5,1,4,1,5,5,5,5
P12726,5,1,5,1,5,1,5,1,5,1,3,4,4,5,3,4,3,2,2,1,2,4,2,4,1,5,2,5,4,4,5,2,5,1,4,1,5,3,5,4,3,2,4,4,5,1,5,3,3,5
P12727,3,3,3,5,4,3,1,5,3,4,2,5,5,4,2,2,2,1,2,2,1,1,1,5,2,1,2,1,2,3,4,2,5,1,1,1,5,3,1,4,4,1,5,1,4,1,5,5,5,5
P12728,2,3,2,4,2,1,4,4,3,4,3,4,2,2,2,1,3,2,1,4,2,4,1,4,2,3,2,3,3,3,2,4,3,2,1,4,3,3,1,1,4,1,3,1,3,3,4,3,3,4
P12729,1,4,2,4,2,1,4,4,3,4,3,3,2,2,2,2,3,3,2,4,2,3,2,4,2,3,3,3,3,3,1,4,2,1,1,4,2,4,1,2,4,1,3,1,4,2,4,4,4,4
P12730,5,1,5,1,5,2,5,1,5,1,2,3,3,3,3,1,1,1,1,2,1,5,1,5,1,5,1,5,3,4,4,3,5,2,5,3,3,2,3,4,3,2,3,2,3,1,4,3,3,4
P12731,2,5,5,5,3,4,2,5,2,4,1,5,1,2,2,1,5,5,1,5,4,5,3,3,4,3,4,3,2,3,2,4,4,4,1,4,3,4,1,2,4,1,5,1,5,1,5,4,2,5
P12732,1,4,2,5,2,5,1,4,1,4,4,4,4,4,4,4,4,3,3,3,4,3,1,4,2,4,2,4,4,4,3,2,3,2,1,3,4,4,2,3,3,4,3,2,2,4,2,2,5,2
P12733,5,2,5,3,4,2,5,3,4,2,4,2,5,1,3,3,3,4,5,4,4,4,3,3,2,3,2,3,4,3,3,2,3,3,3,3,3,2,3,3,5,4,5,3,3,2,3,4,5,4
P12734,1,5,1,5,1,5,1,5,1,5,5,2,5,1,4,4,5,5,5,5,2,1,2,3,4,3,4,2,3,3,4,3,4,4,2,2,5,4,2,1,3,2,3,2,1,4,2,3,4,1
P12735,3,3,3,3,3,4,1,4,2,4,5,2,5,2,4,5,4,4,3,2,2,2,2,3,3,2,2,2,2,3,4,2,2,2,4,1,3,3,4,3,3,1,5,2,4,2,4,3,3,4
P12736,1,4,4,4,3,3,2,4,2,4,2,3,4,2,3,2,3,3,3,4,2,5,2,4,2,4,2,4,3,2,3,5,5,4,3,4,3,3,3,4,4,2,4,1,4,2,4,3,5,4
P12737,1,2,5,2,5,1,5,4,1,3,5,1,5,1,2,2,3,2,4,1,4,5,1,3,2,4,1,4,3,4,5,1,5,1,5,1,5,1,4,4,3,3,5,4,4,2,3,1,3,4
P12738,4,1,5,2,4,1,3,4,4,3,2,4,5,3,3,3,2,1,3,2,1,4,4,4,2,4,3,5,4,4,3,4,5,3,2,4,4,3,3,4,4,1,5,1,5,1,4,4,5,5
P12739,2,3,4,4,3,2,2,4,1,4,5,1,5,1,1,4,4,4,4,4,2,4,5,4,2,4,2,3,3,3,2,2,3,2,2,3,4,3,2,3,4,3,4,3,3,3,2,4,4,3
P12740,2,4,4,4,2,2,2,2,4,4,2,4,5,3,2,2,2,2,2,2,1,5,3,5,1,5,2,4,4,4,2,5,4,5,3,4,1,3,4,4,4,4,4,2,3,2,4,2,4,2
P12741,4,2,4,1,5,2,4,2,4,2,3,4,2,5,1,2,1,1,2,1,2,3,1,4,4,5,2,3,3,5,4,3,3,1,4,2,4,2,4,4,3,3,4,3,3,1,4,2,2,3
P12742,3,2,3,2,5,1,5,1,5,3,5,1,5,2,5,5,5,5,5,3,1,5,3,5,1,5,1,5,5,5,5,2,2,2,3,2,5,2,5,3,1,5,4,2,3,2,1,1,5,5
P12743,1,4,4,5,2,4,1,5,1,5,5,3,5,2,2,3,3,3,4,3,1,5,1,5,1,5,2,5,5,5,5,2,5,2,3,2,4,1,4,5,5,2,5,2,4,2,5,4,4,3
P12744,2,2,2,3,2,2,2,2,4,4,4,5,3,5,1,2,2,2,3,1,1,5,3,4,1,4,1,4,4,4,3,3,2,2,2,4,3,2,1,4,5,2,4,1,5,1,5,5,5,5
P12745,3,4,5,2,3,4,4,4,4,4,1,5,1,4,1,3,1,1,2,3,1,4,1,5,1,5,1,4,5,5,5,1,5,1,4,1,3,3,3,4,5,3,4,3,5,1,5,5,3,5
P12746,2,2,4,4,5,1,3,4,2,3,2,4,4,4,3,2,2,2,2,1,1,5,1,5,1,5,1,5,5,3,4,3,3,4,4,3,4,1,4,2,4,3,4,2,3,1,4,1,5,3
P12747,2,3,3,3,3,2,2,3,4,5,5,4,5,2,4,4,4,4,4,4,3,4,2,4,2,4,2,4,4,3,2,4,4,4,1,4,3,4,3,3,3,4,5,3,5,3,4,4,3,3
P12748,1,5,3,4,4,4,1,5,1,5,3,5,3,3,1,1,3,2,2,3,1,4,1,4,1,4,1,3,5,3,5,2,4,2,5,4,5,3,4,4,2,4,3,3,3,3,5,2,5,3
P12749,3,3,4,3,3,2,4,4,4,3,2,4,3,4,1,3,1,1,2,1,1,5,2,4,1,4,2,4,4,3,4,3,5,2,3,3,5,1,4,4,4,1,5,2,5,1,5,3,4,5
P12750,4,2,4,2,4,2,4,4,5,3,2,5,3,3,1,1,3,1,4,1,1,4,1,4,2,4,3,5,3,5,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4
P12751,3,2,4,2,4,2,4,5,3,5,5,3,5,2,4,5,5,5,5,4,2,4,4,4,2,3,2,4,4,2,3,5,4,4,3,4,5,3,4,3,3,1,4,3,5,1,4,3,3,4
P12752,2,4,3,4,2,4,3,4,2,5,4,2,4,1,4,3,2,2,3,5,3,4,2,4,3,4,3,4,3,3,1,3,3,4,1,4,2,4,1,3,5,1,4,2,2,2,4,4,5,2
P12753,4,1,5,2,5,2,4,2,4,1,3,3,4,1,3,3,3,4,4,4,1,1,2,5,1,4,2,4,5,5,3,5,2,3,1,4,2,4,1,3,4,3,3,1,4,2,3,4,4,4
P12754,3,2,4,1,4,2,3,3,3,3,3,1,4,4,3,4,3,3,4,3,1,4,3,5,2,5,1,4,5,5,4,2,3,2,2,3,3,1,3,3,5,1,5,2,5,1,5,4,4,4
P12755,4,2,4,3,4,2,4,2,4,2,4,3,5,3,4,5,4,4,2,4,3,5,2,4,4,4,1,3,4,5,2,3,4,4,4,3,4,2,4,5,3,4,4,2,5,2,4,2,4,4
P12756,4,1,5,2,5,1,5,3,5,2,4,4,5,3,3,2,1,1,4,2,1,4,1,5,1,3,2,4,5,3,5,4,5,2,4,4,5,1,5,2,1,2,5,4,2,5,5,2,5,4
P12757,4,1,4,1,4,2,4,2,3,2,2,4,2,5,1,1,1,1,2,1,1,4,1,5,1,5,1,5,4,5,4,1,5,2,4,1,5,1,4,4,5,1,5,1,4,1,5,4,4,5
P12758,4,2,4,3,5,2,4,3,4,2,3,3,4,2,2,3,3,2,3,4,1,5,3,5,1,4,1,4,5,3,4,2,4,3,4,1,3,1,4,4,5,1,5,1,4,1,4,5,4,5
P12759,3,2,4,4,4,2,4,4,4,4,4,4,4,3,4,4,3,2,3,2,2,5,2,4,3,4,2,3,4,3,2,4,3,2,2,5,2,3,2,3,3,2,4,2,4,2,4,2,4,4
P12760,3,3,5,4,5,2,4,4,3,2,4,3,4,1,4,2,4,3,4,4,2,3,1,4,2,3,2,4,3,4,4,3,4,3,3,2,4,2,4,4,3,3,4,2,5,2,4,2,4,5
P12761,3,3,2,2,2,2,1,3,5,3,4,1,5,5,4,5,5,5,4,5,3,3,1,2,5,4,5,2,3,1,5,1,5,1,5,5,5,1,4,5,5,1,5,1,5,1,5,5,5,5
P12762,1,2,2,4,4,3,2,4,1,4,4,2,5,2,4,3,2,1,2,4,1,4,2,4,2,3,2,4,4,3,2,4,4,4,2,4,4,2,4,4,3,2,4,1,3,2,4,4,4,3
P12763,5,1,5,1,5,1,5,3,5,1,4,3,5,4,3,2,2,2,2,1,1,5,1,5,5,5,1,5,5,5,4,1,5,1,4,5,4,2,5,5,3,2,3,2,4,2,4,3,5,4
P12764,5,1,2,1,2,4,5,1,5,3,5,3,5,3,5,5,3,4,4,3,1,5,3,3,2,5,1,4,2,4,2,3,1,4,1,3,2,4,2,1,3,4,5,4,3,1,3,3,4,4
P12765,1,1,1,5,2,3,1,2,3,5,4,3,5,3,1,3,4,3,5,3,1,3,1,5,1,5,1,5,5,4,5,1,3,1,5,1,5,3,5,5,2,3,3,3,4,1,3,3,3,4
P12766,4,1,5,1,5,1,5,2,3,2,3,5,1,5,1,2,2,2,2,2,1,5,1,5,1,3,1,5,4,5,5,1,5,1,5,1,5,1,5,5,4,1,5,3,5,1,5,4,5,5
P12767,4,3,2,3,3,2,2,2,3,3,4,2,5,5,4,4,5,5,4,5,2,3,1,3,3,4,3,4,4,3,3,2,3,2,5,3,4,2,4,4,3,3,5,2,4,5,4,3,3,5
P12768,2,4,3,3,3,2,1,3,4,4,4,2,4,2,2,2,3,3,2,4,1,5,3,4,1,4,1,3,4,3,3,4,4,4,2,4,3,3,2,4,4,1,5,1,4,2,5,4,5,4
P12769,3,2,5,2,5,1,5,5,3,5,5,3,4,4,3,3,3,1,3,3,1,5,2,5,1,5,1,5,3,3,3,3,4,5,2,1,3,3,2,4,3,3,4,3,3,3,2,3,4,3
P12770,1,3,2,5,1,1,1,5,2,3,5,1,5,5,2,5,5,5,5,5,2,2,1,1,1,5,3,5,2,1,4,1,5,5,4,1,5,2,5,5,4,3,1,3,2,5,5,5,5,4
P12771,1,2,5,3,5,1,4,4,4,1,1,2,2,2,1,1,4,2,3,1,5,5,1,5,1,5,1,5,5,5,4,3,5,2,4,2,4,1,2,5,4,1,2,1,5,2,5,5,5,4
P12772,2,3,5,2,4,3,5,3,4,3,1,5,1,5,2,2,1,1,1,1,1,5,1,4,1,3,1,5,4,5,3,4,5,2,1,5,2,3,2,4,4,1,5,1,4,1,4,3,5,4
P12773,4,2,5,2,4,1,4,4,4,4,4,2,4,3,2,3,4,3,3,2,1,5,2,5,1,5,1,4,5,5,4,3,4,2,2,2,3,1,3,3,5,2,4,2,4,2,5,5,5,4
P12774,1,3,2,3,1,3,1,5,2,5,4,3,5,3,2,2,3,2,5,3,3,3,4,2,3,1,2,3,4,1,4,1,5,1,3,1,5,2,4,4,4,4,3,1,3,2,5,3,3,4
P12775,2,3,3,3,2,3,2,3,4,4,2,4,2,5,3,1,2,1,1,2,3,3,1,3,3,3,2,2,3,3,4,4,3,2,2,4,2,3,3,4,4,3,5,2,4,1,3,4,2,5
P12776,3,2,4,3,4,2,2,3,5,4,1,2,2,3,4,2,4,4,4,3,1,5,1,3,5,2,3,5,2,4,5,1,5,1,5,3,5,2,5,5,4,2,3,4,5,2,5,3,5,5
P12777,3,1,2,4,4,2,4,5,2,4,4,3,5,4,3,5,4,3,4,3,2,5,4,5,1,4,2,4,4,4,4,3,4,4,4,5,5,3,5,4,2,4,4,2,3,2,4,3,5,3
P12778,3,4,4,4,4,2,5,4,4,4,4,4,4,3,4,5,4,4,5,3,1,4,2,5,1,5,1,5,5,4,5,1,4,3,4,4,4,3,5,5,3,3,3,3,3,4,3,2,4,3
P12779,2,1,5,2,5,1,3,3,4,1,2,3,3,4,2,2,2,2,4,3,1,5,2,5,1,3,1,5,5,5,5,2,4,1,4,2,4,1,5,5,5,3,3,2,3,2,5,4,3,3
P12780,5,2,3,3,4,2,5,3,4,3,4,2,4,4,3,4,4,4,4,3,3,4,5,4,2,3,3,3,4,3,3,5,4,4,2,3,3,3,5,3,3,3,5,3,3,2,4,3,4,3
P12781,4,4,4,3,4,3,4,4,2,4,3,4,4,3,4,2,3,3,4,3,2,4,3,3,2,4,1,4,3,3,4,2,3,3,4,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3
P12782,2,4,3,4,1,4,1,5,2,5,5,2,4,3,1,2,2,2,5,3,2,4,3,4,2,2,4,3,3,2,4,1,4,1,5,1,1,3,5,2,3,1,5,2,3,1,4,4,4,3
P12783,2,3,2,3,3,2,1,5,3,5,4,3,3,2,1,4,3,2,4,3,3,4,1,4,2,3,2,3,2,3,3,4,3,4,2,5,2,3,1,3,4,1,5,1,5,1,4,4,4,5
P12784,4,1,4,2,5,1,4,1,5,3,5,3,5,5,3,4,4,5,5,1,1,5,3,5,1,4,1,4,5,4,4,5,3,3,1,5,4,1,2,5,5,1,5,1,5,1,5,5,5,5
P12785,2,3,3,3,2,2,1,5,1,4,5,2,5,1,5,5,5,5,5,5,2,4,2,4,2,3,2,3,4,3,3,4,3,2,1,2,4,3,4,3,4,2,4,1,3,2,2,4,5,3
P12786,3,3,4,3,3,3,1,3,3,1,4,2,4,2,3,4,5,4,3,4,4,3,4,2,3,2,1,2,3,3,3,4,4,3,2,4,3,2,2,3,4,2,4,2,3,3,4,3,1,4
P12787,5,3,5,5,5,1,1,4,4,5,4,4,4,5,4,3,4,4,3,5,3,5,1,5,2,5,1,4,5,4,4,3,5,2,5,5,4,3,5,4,4,2,4,1,5,1,5,3,4,5
P12788,4,1,5,3,5,2,4,1,5,3,3,3,4,3,3,4,4,2,4,3,1,5,2,5,2,5,1,4,5,4,3,4,4,4,1,2,5,4,5,5,4,2,5,1,5,1,4,4,4,5
P12789,2,1,3,2,4,4,5,3,2,4,3,2,3,2,3,2,5,2,2,3,4,4,1,4,1,3,1,4,3,2,2,1,4,4,2,1,5,3,4,4,5,3,4,2,2,2,3,4,3,2
P12790,1,5,2,5,1,4,1,5,1,5,3,2,4,4,3,2,1,2,3,2,2,3,1,5,2,5,2,2,5,2,4,2,5,1,4,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5
P12791,1,2,2,4,2,4,2,5,2,4,4,3,4,3,2,3,3,2,4,3,3,4,1,4,3,3,3,3,3,4,4,1,5,1,4,1,5,1,5,5,5,1,4,1,4,2,5,5,4,4
P12792,3,3,3,3,3,3,4,2,5,3,2,3,3,3,4,3,4,3,4,2,2,5,2,4,3,4,2,4,5,4,2,5,3,5,3,5,3,5,3,3,2,2,5,2,5,2,4,2,4,4
P12793,3,4,3,5,3,3,3,5,2,4,4,1,5,5,2,3,5,5,3,5,2,2,4,3,3,1,3,5,2,3,3,1,4,5,2,3,4,2,3,3,3,3,5,3,3,2,4,2,5,3
P12794,1,3,2,4,2,3,1,3,4,4,2,4,4,3,3,4,3,2,3,3,3,3,2,3,3,4,4,3,3,4,2,2,4,3,4,4,5,3,3,4,5,3,3,4,5,3,5,5,5,5
P12795,4,1,5,3,4,2,5,3,4,2,3,3,4,3,3,1,1,1,2,1,1,5,2,5,1,5,1,4,5,3,3,2,5,1,4,2,4,1,3,4,3,3,2,1,3,3,5,3,5,2
P12796,4,2,5,2,4,1,5,4,3,2,1,5,3,2,1,1,2,1,1,2,1,4,1,4,1,3,1,4,4,5,3,5,5,3,4,1,5,1,3,5,5,1,5,1,4,1,5,5,5,5
P12797,3,3,3,4,2,4,2,4,2,4,3,2,4,3,3,3,3,4,3,3,4,4,2,3,3,4,3,3,4,4,4,3,4,3,3,3,4,2,3,4,4,1,5,1,4,1,5,4,5,5
P12798,4,4,4,3,3,2,4,2,3,2,3,4,4,4,3,3,2,2,2,2,1,5,2,4,2,3,2,3,3,3,3,3,3,3,2,3,3,2,2,4,3,3,3,2,2,2,3,2,2,3
P12799,4,2,3,3,5,1,4,4,4,4,1,5,5,4,5,2,4,4,2,4,1,5,1,5,1,4,1,4,5,5,3,3,5,5,1,3,2,4,2,3,4,1,4,1,5,1,5,3,5,5
P12800,1,4,3,5,1,2,1,5,1,5,4,2,5,2,3,5,4,4,5,4,1,5,1,5,1,5,1,5,5,4,3,5,3,3,1,3,3,2,3,3,3,2,5,2,2,1,4,4,5,2
P12801,3,3,2,4,3,2,2,4,1,4,2,4,4,4,4,2,3,3,3,4,3,4,1,4,3,5,3,3,4,3,2,2,4,4,2,3,3,3,2,3,4,2,4,2,4,2,4,2,4,4
P12802,3,2,4,3,4,2,2,2,4,4,2,4,2,3,2,2,3,2,2,2,1,5,1,5,2,4,1,4,4,4,4,4,4,3,2,4,4,2,3,3,4,2,5,2,3,1,4,3,5,4
P12803,4,1,5,1,5,1,5,2,4,5,2,5,2,5,3,1,1,1,1,1,1,4,1,5,1,5,1,4,5,5,3,1,5,1,5,1,4,1,5,5,4,1,3,1,3,1,5,3,2,3
P12804,1,5,1,5,1,5,1,5,1,5,5,1,5,1,3,3,2,4,3,5,1,3,2,4,2,2,4,3,3,1,3,2,3,4,2,2,4,3,3,3,2,3,2,3,1,5,3,2,4,1
P12805,1,4,3,4,2,3,1,5,1,5,4,3,4,3,2,4,4,3,4,3,1,2,2,3,3,4,4,2,3,3,4,5,3,3,1,4,5,2,5,4,5,1,4,2,4,2,4,4,4,4
P12806,4,1,5,3,5,1,3,3,3,3,3,4,5,3,4,3,3,3,2,2,1,5,2,5,1,5,1,5,5,4,5,2,5,1,4,2,3,1,5,4,5,1,5,1,4,5,5,5,5,3
P12807,2,4,4,3,5,3,2,3,4,5,1,2,2,3,1,1,1,1,1,2,2,2,1,3,1,3,1,4,3,5,5,1,5,1,5,1,1,1,5,5,3,2,1,2,5,3,4,3,3,5
P12808,4,2,4,2,5,1,2,2,4,1,5,2,5,2,5,3,2,2,2,4,1,5,1,5,1,5,1,5,5,5,4,5,4,2,4,2,5,1,3,5,4,4,3,3,5,4,5,4,5,4
P12809,2,1,5,1,5,1,5,1,5,1,1,5,5,5,1,1,4,1,3,1,1,5,2,5,3,5,1,5,5,5,5,5,5,1,1,1,3,1,1,5,5,1,5,1,5,1,5,5,5,5
P12810,2,3,3,5,1,4,2,1,5,5,5,1,5,1,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,4,4,4,5,1,3,5,5,3,5,3,5,1,5,1,5,1,4,4,5,5
P12811,4,3,5,2,5,1,4,3,4,2,1,5,2,4,1,1,1,1,1,2,5,4,1,5,3,3,2,4,4,4,4,1,5,1,4,1,5,2,4,4,4,1,5,5,4,5,4,3,4,4
P12812,2,4,4,4,3,4,3,4,3,3,3,3,3,2,2,2,3,2,2,2,2,5,1,4,2,2,2,4,4,3,5,2,3,1,5,1,5,1,5,4,3,3,4,4,3,2,4,3,3,3
P12813,2,4,3,4,4,4,2,5,2,4,3,4,4,4,2,2,3,3,3,2,4,3,3,4,2,4,3,4,4,4,2,4,3,3,2,4,4,4,4,4,4,3,4,2,4,2,5,4,4,4
P12814,3,4,2,3,4,1,3,4,3,5,5,2,5,3,1,2,5,3,4,2,1,4,1,5,1,5,1,5,5,3,3,1,4,3,4,4,3,3,3,4,2,2,4,1,1,1,3,1,5,5
P12815,1,1,2,3,4,1,3,3,5,4,4,1,5,1,5,5,4,4,5,4,1,3,3,3,2,4,2,3,5,3,4,4,4,4,3,4,4,2,3,4,5,1,5,1,4,1,5,5,5,4
P12816,2,3,3,4,1,3,1,4,4,5,4,5,3,4,1,3,1,1,1,2,2,3,1,4,2,3,2,3,4,3,4,5,3,3,2,4,3,2,3,3,4,1,3,2,3,2,5,3,4,4
P12817,3,1,5,1,5,2,4,2,4,4,3,3,3,4,2,3,2,1,3,2,1,4,2,5,2,5,1,5,5,5,4,2,4,2,3,1,5,2,4,5,5,2,4,2,5,2,4,4,4,5
P12818,4,2,4,2,4,2,4,2,2,2,3,4,2,2,3,3,2,2,2,2,2,4,2,4,2,4,2,4,4,4,3,2,4,3,3,2,4,2,4,4,4,1,3,4,4,2,4,3,3,4
P12819,2,4,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,4,3,4,1,2,2,3,2,4,4,5,1,3,1,5,2,5,4,4,4
P12820,1,3,1,5,3,2,1,2,5,5,4,1,5,1,5,5,5,5,5,5,1,3,3,5,1,4,1,5,5,4,2,4,4,4,1,5,4,4,3,3,5,2,5,2,3,2,4,3,3,4
P12821,4,1,5,1,5,1,2,2,5,3,3,3,5,3,4,2,5,4,4,2,2,2,3,3,4,3,4,2,1,4,1,3,2,4,2,2,1,3,1,2,2,2,5,4,3,5,2,1,4,5
P12822,3,4,3,5,3,4,3,2,3,5,5,2,5,1,5,4,5,5,4,5,2,4,1,5,3,4,3,3,4,4,4,3,4,5,1,5,4,4,5,4,3,4,5,3,4,1,3,3,4,4
P12823,2,5,2,5,1,1,2,5,3,5,4,3,5,1,1,4,3,3,4,5,1,5,1,5,1,5,1,5,5,5,3,4,3,2,2,3,4,3,2,4,5,1,5,1,5,1,5,4,4,5
P12824,2,5,4,4,3,4,2,4,2,3,3,5,2,3,2,1,2,1,3,1,3,4,1,3,2,3,3,3,2,3,3,2,3,2,3,3,4,1,4,4,4,2,4,1,4,1,4,4,5,4
P12825,3,2,3,4,2,2,1,4,4,4,4,2,5,2,4,4,4,4,4,3,1,4,3,4,1,5,2,4,4,4,4,1,4,1,5,1,5,1,4,4,4,2,4,2,4,1,4,3,5,3
P12826,4,2,5,2,4,2,4,2,4,2,2,3,2,3,1,2,2,2,2,2,1,4,2,4,1,3,1,4,4,4,3,4,3,2,3,4,3,2,2,2,4,2,5,1,4,1,5,4,3,4
P12827,3,1,4,1,2,2,3,4,4,3,4,3,4,1,5,4,5,5,5,4,1,5,4,5,1,4,1,5,5,3,4,3,4,4,1,4,3,4,3,2,1,1,2,1,2,3,4,2,5,3
P12828,5,1,5,1,5,1,5,1,5,1,1,2,1,5,4,2,2,2,1,1,3,5,1,5,1,2,1,4,5,5,4,4,3,3,2,4,5,4,1,2,3,2,5,4,5,1,4,2,3,4
P12829,1,3,2,4,4,4,3,5,1,5,4,4,4,3,4,2,3,4,4,2,1,4,3,4,2,4,4,5,4,4,4,1,5,1,5,1,5,1,4,5,4,1,5,1,4,1,5,3,5,5
P12830,4,1,5,2,5,1,5,2,5,2,2,4,4,4,1,1,1,2,1,2,1,5,1,5,1,4,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,2,2,3,4,2,5,4,5,5
P12831,2,3,3,3,3,2,2,5,1,5,1,3,5,2,3,4,1,2,4,2,1,3,2,5,2,5,1,5,5,4,3,2,4,4,1,3,3,3,2,3,3,3,4,3,4,2,5,3,5,3
P12832,1,3,2,5,1,1,2,5,1,5,4,1,5,3,3,4,4,4,3,4,2,2,1,4,3,2,3,2,2,2,2,2,4,4,2,3,2,4,2,2,3,3,4,2,2,2,4,3,3,3
P12833,4,2,4,2,4,2,4,2,4,2,3,4,3,2,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,4,4,4,2,3,3,4,2,4,4,4,2,4,2,4,2,4,4,4,4
P12834,3,3,5,1,4,1,4,4,4,2,2,4,4,3,2,3,2,2,3,2,4,4,1,4,3,2,2,3,2,4,5,2,5,1,4,2,3,3,4,3,4,2,4,2,4,1,4,3,4,5
P12835,2,2,3,3,4,1,5,4,5,5,1,2,4,1,5,1,2,1,1,4,4,4,1,4,2,1,2,3,4,3,3,1,4,3,1,5,2,5,1,3,4,1,5,2,4,1,2,5,5,5
P12836,1,5,2,5,3,4,2,3,5,2,4,2,3,1,5,4,4,3,5,4,1,2,1,4,1,5,3,3,4,3,5,3,4,5,1,4,3,1,3,4,2,5,5,5,3,1,4,5,4,5
P12837,3,4,4,5,3,4,4,1,3,5,3,4,4,4,2,1,2,1,1,2,1,5,1,4,2,5,1,5,4,4,5,2,4,2,3,3,3,1,3,4,4,2,3,3,4,2,5,4,5,4
P12838,3,2,4,3,4,2,2,4,4,5,3,5,4,2,2,2,2,1,4,2,2,5,2,5,1,4,2,5,4,3,2,2,4,2,2,5,4,3,2,4,4,2,2,1,3,4,5,3,4,2
P12839,2,3,2,4,4,4,4,5,4,3,4,4,5,3,2,1,4,4,3,2,3,2,2,2,3,3,4,2,2,4,5,4,5,2,4,2,5,3,5,4,5,2,4,4,3,2,3,4,4,2
P12840,3,2,4,3,4,2,3,2,4,3,3,4,4,3,2,4,3,2,2,3,1,5,1,5,2,5,2,4,5,4,4,4,4,3,4,2,4,3,4,4,3,2,3,2,4,2,4,3,4,4
P12841,1,5,4,5,4,5,5,5,3,3,1,5,1,5,1,1,1,1,1,1,2,4,1,4,1,2,1,5,4,3,5,4,5,3,2,3,3,1,3,5,3,1,5,1,4,1,5,3,5,4
P12842,3,2,4,3,4,2,4,5,4,4,4,3,4,1,4,4,4,4,4,5,2,5,4,4,2,4,2,5,4,4,3,4,5,2,3,1,5,4,2,4,4,2,5,1,4,4,5,4,5,4
P12843,1,4,1,4,1,2,1,4,1,4,5,4,4,3,4,5,2,3,5,2,5,2,5,1,5,2,5,1,5,2,4,4,3,2,2,4,5,2,5,2,3,3,2,4,2,5,4,3,4,2
P12844,2,2,4,3,3,3,3,4,2,4,5,2,4,1,3,4,4,5,4,5,3,5,3,4,1,4,2,4,5,3,2,4,4,3,1,4,4,4,3,3,5,2,3,2,3,3,3,4,4,3
P12845,2,5,4,3,4,1,4,4,5,2,3,3,5,3,2,3,2,2,3,3,5,5,2,5,3,3,1,4,5,4,5,2,5,2,3,1,5,2,5,3,3,3,3,3,4,2,3,2,5,5
P12846,4,1,5,1,5,1,5,2,5,1,2,5,2,5,5,1,1,1,1,1,1,5,1,5,1,5,5,5,5,5,3,1,5,2,4,1,5,5,5,4,2,2,5,1,4,5,1,1,3,5
